AssemblyCenter,Date,Component,Type,subtype,Qty,Vendor
Umerkote,2015-12-17,PCB,T,1,2,
Umerkote,2015-12-17,SolarPanel,P,1,1,
Umerkote,2015-12-18,BaseBottom,P,1,1,
Umerkote,2015-12-18,PCB,T,1,3,
Umerkote,2015-12-20,LoadWire,P,1,1,
Umerkote,2015-12-20,PCB,T,1,1,
Umerkote,2015-12-20,SolarPanel,T,1,2,
Umerkote,2015-12-21,PCB,T,1,1,
Umerkote,2015-12-22,Battery,T,1,1,
Umerkote,2015-12-22,PCB,T,1,4,
Umerkote,2015-12-23,BaseBottom,P,1,2,
Umerkote,2015-12-23,Battery,M,1,11,
Umerkote,2015-12-23,Battery,T,1,4,
Umerkote,2015-12-23,LEDStrip,T,1,1,
Umerkote,2015-12-23,LEDTop,P,1,1,
Umerkote,2015-12-23,LoadWire,P,1,3,
Umerkote,2015-12-23,PCB,M,1,7,
Umerkote,2015-12-23,PCB,T,1,6,
Umerkote,2015-12-23,Screws,M,1,1,
Umerkote,2015-12-23,SolarPanel,M,1,5,
Umerkote,2015-12-23,SolarPanel,P,1,3,
Umerkote,2015-12-24,PCB,T,1,10,
Umerkote,2015-12-24,SolarPanel,P,1,4,
Umerkote,2015-12-24,SolarPanel,T,1,4,
Umerkote,2015-12-25,PCB,T,1,8,
Umerkote,2015-12-25,SolarPanel,T,1,4,
Umerkote,2015-12-26,PCB,T,1,8,
Umerkote,2015-12-26,SolarPanel,T,1,6,
Umerkote,2015-12-27,PCB,T,1,2,
Umerkote,2015-12-27,SolarPanel,T,1,3,
Pipalkhoont,2015-11-30,LEDFace,P,1,1,G1
Pipalkhoont,2015-11-30,LoadWire,P,1,1,G1
Pipalkhoont,2015-12-01,LEDFace,P,1,1,G1
Pipalkhoont,2015-12-01,LoadWire,P,1,1,G1
Pipalkhoont,2015-12-03,Battery,P,1,1,G1
Pipalkhoont,2015-12-03,LEDFace,P,1,2,G1
Pipalkhoont,2015-12-03,LoadWire,P,1,1,G1
Pipalkhoont,2015-12-12,BaseBottom,P,1,2,G1
Pipalkhoont,2015-12-12,LEDFace,P,1,2,G1
Pipalkhoont,2015-12-12,LoadWire,P,1,2,G1
Pipalkhoont,2015-12-14,Battery,P,1,2,G1
Pipalkhoont,2015-12-14,LEDFace,P,1,1,G1
Pipalkhoont,2015-12-14,LoadWire,P,1,1,G1
Chotisarvan,2015-11-30,LEDFace,P,1,98,
Chotisarvan,2015-11-30,LEDStrip,T,1,1,
Chotisarvan,2015-11-30,LoadWire,P,1,5,
Chotisarvan,2015-11-30,SolarPanel,M,1,1,
Chotisarvan,2015-11-30,SolarPanel,T,1,5,
Chotisarvan,2015-12-01,IdeaStickers,M,1,40,
Chotisarvan,2015-12-01,LEDFace,P,1,96,
Chotisarvan,2015-12-01,LEDReflector,P,1,3,
Chotisarvan,2015-12-01,LEDTop,P,1,1,
Chotisarvan,2015-12-01,LoadWire,M,1,1,
Chotisarvan,2015-12-01,LoadWire,P,1,2,
Chotisarvan,2015-12-01,PCB,M,1,2,
Chotisarvan,2015-12-01,PCB,T,2,1,
Chotisarvan,2015-12-01,SolarPanel,E,1,1,
Chotisarvan,2015-12-01,SolarPanel,P,1,1,
Chotisarvan,2015-12-01,SolarPanel,T,1,4,
Chotisarvan,2015-12-01,SoulStickers,M,1,80,
Chotisarvan,2015-12-02,Battery,M,1,2,
Chotisarvan,2015-12-02,Battery,T,1,3,
Chotisarvan,2015-12-02,LEDFace,P,1,53,
Chotisarvan,2015-12-02,LoadWire,P,1,2,
Chotisarvan,2015-12-02,LoadWire,T,1,1,
Chotisarvan,2015-12-02,PCB,T,2,1,
Chotisarvan,2015-12-02,SolarPanel,P,1,8,
Chotisarvan,2015-12-02,SolarPanel,T,1,2,
Chotisarvan,2015-12-03,Battery,T,1,1,
Chotisarvan,2015-12-03,LEDFace,P,1,5,
Chotisarvan,2015-12-03,LEDTop,P,1,1,
Chotisarvan,2015-12-03,PushButton,E,1,40,
Chotisarvan,2015-12-03,SolarPanel,P,1,2,
Chotisarvan,2015-12-03,SolarPanel,T,1,3,
Chotisarvan,2015-12-15,BaseTop,P,1,1,
Chotisarvan,2015-12-15,GooseNeck,P,1,1,
Chotisarvan,2015-12-15,LEDFace,P,1,11,
Chotisarvan,2015-12-15,LEDStrip,P,1,2,
Chotisarvan,2015-12-15,PCB,M,1,2,
Chotisarvan,2015-12-15,PCB,T,2,13,
Chotisarvan,2015-12-15,SolarPanel,T,1,3,
Chotisarvan,2015-12-17,LEDStrip,T,1,1,
Chotisarvan,2015-12-17,PCB,T,2,2,
Chotisarvan,2015-12-17,SolarPanel,P,1,2,
Chotisarvan,2015-12-18,PCB,T,2,2,
Chotisarvan,2015-12-19,GooseNeck,P,1,2,
Chotisarvan,2015-12-19,LEDFace,P,1,8,
Chotisarvan,2015-12-19,LoadWire,P,1,1,
Chotisarvan,2015-12-19,PCB,T,2,13,
Chotisarvan,2015-12-19,SolarPanel,P,1,2,
Chotisarvan,2015-12-19,SolarPanel,T,1,2,
Chotisarvan,2015-12-20,LEDFace,P,1,8,
Chotisarvan,2015-12-20,LEDReflector,P,1,1,
Chotisarvan,2015-12-20,LEDStrip,M,1,2,
Chotisarvan,2015-12-20,LoadWire,E,1,12,
Chotisarvan,2015-12-20,PCB,T,2,18,
Chotisarvan,2015-12-20,SolarPanel,T,1,3,
Garhi,2015-11-19,Battery,P,1,1,
Garhi,2015-11-19,Battery,T,1,1,
Garhi,2015-12-01,Battery,P,1,1,G1
Garhi,2015-12-01,Battery,T,1,1,G1
Garhi,2015-12-01,SolarPanel,T,1,4,
Garhi,2015-12-02,Battery,T,1,1,
Garhi,2015-12-02,LEDFace,P,1,2,
Garhi,2015-12-02,LEDStrip,T,1,5,
Garhi,2015-12-02,LoadWire,P,1,2,
Garhi,2015-12-03,SolarPanel,P,1,1,
Garhi,2015-12-14,GooseNeck,M,1,5,
Garhi,2015-12-14,LEDFace,M,1,8,
Garhi,2015-12-14,LEDTop,M,1,4,
Garhi,2015-12-14,LoadWire,P,1,1,
Garhi,2015-12-14,PCB,T,1,1,
Garhi,2015-12-14,SolarPanel,P,1,1,
Garhi,2015-12-14,SolarPanel,T,1,1,
Garhi,2015-12-16,LEDStrip,M,1,20,
Garhi,2015-12-16,LoadWire,M,1,4,
Garhi,2015-12-16,SolarPanel,T,1,13,
Garhi,2015-12-18,Battery,T,1,2,
Garhi,2015-12-18,LEDFace,M,1,4,
Garhi,2015-12-18,LEDTop,M,1,4,
Garhi,2015-12-18,LoadWire,P,1,2,
Garhi,2015-12-18,PCB,P,1,1,
Garhi,2015-12-18,PCB,T,1,1,
Garhi,2015-12-18,PCB,T,2,1,
Garhi,2015-12-18,SolarPanel,P,1,2,
Garhi,2015-12-18,SolarPanel,T,1,4,
Garhi,2016-01-11,LEDFace,M,1,4,
Garhi,2016-01-11,LEDReflector,M,1,8,
Garhi,2016-01-11,LEDStrip,M,1,4,
Garhi,2016-01-11,LEDTop,M,1,4,
Garhi,2016-01-11,PackageBox,M,1,5,
Garhi,2016-01-11,SolarPanel,M,1,2,
Garhi,2016-01-14,SolarPanel,T,1,2,
Garhi,2016-01-15,Battery,T,1,1,G1
Garhi,2016-01-15,LoadWire,P,1,1,G1
Garhi,2016-01-15,SolarPanel,T,1,11,G1
Garhi,2016-01-16,GooseNeck,P,1,1,G1
Garhi,2016-01-16,LoadWire,P,1,1,G1
Garhi,2016-01-16,SolarPanel,T,1,13,G1
Ghatol,2015-11-19,Battery,T,1,2,
Ghatol,2015-11-19,SolarPanel,P,1,1,
Ghatol,2015-12-01,LEDFace,M,1,1,
Ghatol,2015-12-01,LEDReflector,M,1,1,
Ghatol,2015-12-01,LEDTop,M,1,1,
Ghatol,2015-12-03,Battery,P,1,1,
Ghatol,2015-12-03,IdeaStickers,M,1,40,
Ghatol,2015-12-03,LEDFace,M,1,1,
Ghatol,2015-12-03,LEDFace,P,1,7,
Ghatol,2015-12-03,LEDStrip,T,1,1,
Ghatol,2015-12-03,PackageBox,M,1,5,
Ghatol,2015-12-03,ProductStickers,M,1,40,
Ghatol,2015-12-03,SoulStickers,M,1,40,
Ghatol,2015-12-12,Battery,T,1,1,
Ghatol,2015-12-12,IdeaStickers,M,1,40,
Ghatol,2015-12-12,LEDFace,P,1,1,
Ghatol,2015-12-12,LEDStrip,M,1,21,
Ghatol,2015-12-12,LEDStrip,T,1,1,
Ghatol,2015-12-12,LoadWire,E,1,8,
Ghatol,2015-12-12,PackageBox,M,1,2,
Ghatol,2015-12-12,PCB,M,1,2,
Ghatol,2015-12-12,SoulStickers,M,1,40,
Ghatol,2015-12-15,GooseNeck,P,1,2,
Ghatol,2015-12-15,LoadWire,P,1,1,
Ghatol,2015-12-15,PCB,T,1,2,
Ghatol,2015-12-16,GooseNeck,P,1,1,
Ghatol,2015-12-16,SolarPanel,P,1,1,
Ghatol,2015-12-18,LEDFace,P,1,1,
Ghatol,2015-12-18,LEDStrip,T,1,1,
Ghatol,2015-12-18,PCB,T,2,1,
Ghatol,2015-12-19,PCB,T,1,2,
Ghatol,2015-12-19,SolarPanel,P,1,1,
Ghatol,2015-12-21,Battery,P,1,1,
Ghatol,2015-12-21,Battery,T,1,1,
Ghatol,2015-12-21,GooseNeck,P,1,1,
Ghatol,2016-01-11,Battery,M,1,3,
Ghatol,2016-01-11,GooseNeck,M,1,2,
Ghatol,2016-01-11,IdeaStickers,M,1,40,
Ghatol,2016-01-11,LEDReflector,M,1,1,
Ghatol,2016-01-11,LoadWire,P,1,2,
Ghatol,2016-01-11,PCB,M,1,4,
Ghatol,2016-01-11,PushButton,M,1,10,
Ghatol,2016-01-11,SolarPanel,M,1,5,
Ghatol,2016-01-12,Battery,T,1,1,
Ghatol,2016-01-12,LoadWire,P,1,3,
Ghatol,2016-01-13,LoadWire,P,1,1,
Ghatol,2016-01-14,Battery,T,1,1,G1
Ghatol,2016-01-14,LoadWire,P,1,4,G1
Ghatol,2016-01-17,LoadWire,P,1,1,G1
Ghatol,2016-01-17,PCB,T,1,1,G1


